MATCH_ID;TEAM;POSSESSION_1H;POSSESSION_2H;TERRITORY_1H;TERRITORY_2H;CLEAN_BREAKS;DEFENDERS_BEATEN;OFFLOAD;RUCK_WON_NB;RUCK_WON_PCT;MAUL_WON_NB;MAUL_WON_PCT;TURNOVERS_CONDEDED;SCRUM_WON_NB;SCRUM_WON_PCT;LINEOUT_WON_NB;LINEOUT_WON_PCT
FR270559593325;Pau;39.0;49.0;34.0;49.0;13;14;7;62;95.0;6;75.0;15;5;83.0;10;90.0
FR270559593325;Clermont Auvergne;61.0;51.0;66.0;51.0;17;34;8;80;96.0;4;100.0;10;3;75.0;18;81.0
FR270559593322;Bordeaux Begles;41.0;52.0;38.0;51.0;9;19;7;81;97.0;4;57.0;18;3;100.0;12;85.0
FR270559593322;Lyon;59.0;48.0;62.0;49.0;2;25;13;92;96.0;5;83.0;12;9;75.0;14;77.0
FR270559593321;Stade Toulousain;60.0;28.0;67.0;29.0;22;31;10;53;91.0;3;100.0;16;5;100.0;8;66.0
FR270559593321;Stade Francais Paris;40.0;72.0;33.0;71.0;9;23;6;78;95.0;4;100.0;15;7;87.0;9;75.0
FR270559593326;Racing 92;46.0;24.0;42.0;17.0;4;8;2;53;92.0;4;66.0;11;6;100.0;11;91.0
FR270559593326;La Rochelle;54.0;76.0;58.0;83.0;11;29;12;130;97.0;5;100.0;11;7;100.0;11;73.0
FR270559593327;Toulon;47.0;51.0;46.0;48.0;13;16;7;83;94.0;10;90.0;15;1;100.0;12;92.0
FR270559593327;Bayonne;53.0;49.0;54.0;52.0;3;15;2;84;93.0;9;100.0;10;5;71.0;11;78.0
FR270559593314;Bordeaux Begles;70.0;42.0;74.0;40.0;4;22;4;80;98.0;3;60.0;10;6;75.0;7;100.0
FR270559593314;Toulon;30.0;58.0;26.0;60.0;7;18;14;56;94.0;5;83.0;16;6;75.0;14;87.0
FR270559593316;Montpellier Herault;58.0;47.0;67.0;45.0;2;14;7;96;96.0;7;87.0;9;5;100.0;12;75.0
FR270559593316;Stade Toulousain;42.0;53.0;33.0;55.0;4;16;2;80;98.0;4;80.0;13;6;85.0;14;87.0
FR270559593317;Agen;42.0;46.0;35.0;39.0;10;12;9;53;94.0;3;75.0;18;6;100.0;10;83.0
FR270559593317;La Rochelle;58.0;54.0;65.0;61.0;6;15;7;79;97.0;9;100.0;11;6;100.0;13;81.0
FR270559593319;Lyon;59.0;57.0;60.0;58.0;7;29;6;100;96.0;0;0.0;13;3;60.0;16;100.0
FR270559593319;Castres Olympique;41.0;43.0;40.0;42.0;5;10;2;64;95.0;8;72.0;7;6;75.0;12;100.0
FR270559593320;Stade Francais Paris;49.0;33.0;48.0;30.0;13;29;9;53;96.0;1;100.0;9;7;87.0;5;83.0
FR270559593320;Brive;51.0;67.0;52.0;70.0;5;15;4;75;91.0;7;70.0;23;6;100.0;18;100.0
FR270559593315;Clermont Auvergne;54.0;52.0;54.0;49.0;4;21;4;61;96.0;3;75.0;8;4;57.0;13;76.0
FR270559593315;Racing 92;46.0;48.0;46.0;51.0;4;8;4;44;89.0;8;100.0;13;9;100.0;11;84.0
FR270559593318;Bayonne;43.0;51.0;43.0;45.0;9;23;10;68;94.0;7;77.0;12;8;88.0;10;83.0
FR270559593318;Pau;57.0;49.0;57.0;55.0;7;14;8;67;94.0;3;60.0;16;12;92.0;11;78.0
FR270559593304;Clermont Auvergne;48.0;53.0;50.0;66.0;5;17;5;75;94.0;1;100.0;8;3;50.0;9;64.0
FR270559593304;Montpellier Herault;52.0;47.0;50.0;34.0;0;8;3;75;98.0;4;80.0;5;3;60.0;10;100.0
FR270559593301;Bordeaux Begles;56.0;49.0;57.0;49.0;8;14;7;73;96.0;3;100.0;13;3;100.0;11;64.0
FR270559593301;Racing 92;44.0;51.0;43.0;51.0;2;12;2;51;92.0;6;100.0;10;8;80.0;11;78.0
FR270559593302;Agen;29.0;66.0;30.0;69.0;1;6;2;60;100.0;4;57.0;17;5;100.0;12;85.0
FR270559593302;Brive;71.0;34.0;70.0;31.0;3;13;7;75;96.0;3;75.0;8;11;100.0;5;83.0
FR270559593303;Bayonne;43.0;48.0;40.0;40.0;3;14;2;46;90.0;9;90.0;18;10;90.0;14;93.0
FR270559593303;Stade Toulousain;57.0;52.0;60.0;60.0;3;17;8;65;95.0;4;80.0;12;8;88.0;13;76.0
FR270559593305;Lyon;39.0;49.0;33.0;54.0;5;15;10;58;96.0;3;75.0;12;4;100.0;8;100.0
FR270559593305;La Rochelle;61.0;51.0;67.0;46.0;2;6;4;72;96.0;4;100.0;4;4;57.0;11;73.0
FR270559593306;Pau;50.0;44.0;49.0;42.0;5;16;3;70;93.0;4;100.0;17;5;83.0;11;64.0
FR270559593306;Castres Olympique;50.0;56.0;51.0;58.0;1;12;4;80;96.0;5;62.0;11;4;80.0;10;83.0
FR270559593300;Stade Francais Paris;38.0;43.0;39.0;37.0;8;15;6;55;96.0;5;83.0;9;3;50.0;13;92.0
FR270559593300;Toulon;62.0;57.0;61.0;63.0;9;15;3;95;95.0;7;100.0;17;0;0.0;14;100.0
FR270559593294;Castres Olympique;61.0;39.0;59.0;31.0;6;16;8;61;93.0;4;80.0;14;5;100.0;8;72.0
FR270559593294;Clermont Auvergne;39.0;61.0;41.0;69.0;9;21;10;64;98.0;6;85.0;12;6;85.0;13;81.0
FR270559593298;Toulon;62.0;24.0;64.0;16.0;7;12;7;62;95.0;6;85.0;18;7;100.0;12;80.0
FR270559593298;Pau;38.0;76.0;36.0;84.0;7;20;7;90;93.0;1;33.0;17;6;85.0;9;90.0
FR270559593295;La Rochelle;45.0;50.0;47.0;56.0;15;10;8;73;97.0;6;85.0;10;7;100.0;16;84.0
FR270559593295;Brive;55.0;50.0;53.0;44.0;2;15;6;77;96.0;3;75.0;19;5;83.0;12;100.0
FR270559593296;Montpellier Herault;45.0;51.0;45.0;48.0;2;9;4;87;97.0;6;66.0;16;2;100.0;14;100.0
FR270559593296;Bordeaux Begles;55.0;49.0;55.0;52.0;12;18;7;89;93.0;6;100.0;11;4;66.0;10;71.0
FR270559593299;Stade Toulousain;63.0;44.0;69.0;45.0;23;25;25;80;97.0;4;100.0;15;5;83.0;9;75.0
FR270559593299;Agen;37.0;56.0;31.0;55.0;3;11;8;67;97.0;2;66.0;14;5;83.0;11;91.0
FR270559593297;Racing 92;66.0;49.0;72.0;48.0;17;34;15;99;98.0;4;80.0;16;3;100.0;9;81.0
FR270559593297;Bayonne;34.0;51.0;28.0;52.0;5;14;7;56;93.0;6;100.0;11;10;76.0;11;91.0
FR270559593293;Lyon;29.0;70.0;27.0;70.0;15;25;16;90;93.0;3;100.0;11;2;100.0;10;83.0
FR270559593293;Stade Francais Paris;71.0;30.0;73.0;30.0;3;17;4;88;97.0;2;100.0;6;2;50.0;7;70.0
FR270559593290;Castres Olympique;53.0;51.0;53.0;55.0;3;13;9;64;98.0;7;100.0;6;4;80.0;9;75.0
FR270559593290;Bordeaux Begles;47.0;49.0;47.0;45.0;4;22;4;57;98.0;5;83.0;10;4;80.0;9;69.0
FR270559593292;Pau;50.0;55.0;48.0;59.0;9;23;11;68;91.0;5;100.0;11;8;100.0;12;75.0
FR270559593292;Stade Toulousain;50.0;45.0;52.0;41.0;12;30;11;71;98.0;2;100.0;18;4;100.0;12;80.0
FR270559593287;Agen;65.0;47.0;69.0;42.0;4;14;4;68;94.0;4;66.0;11;6;85.0;12;100.0
FR270559593287;Toulon;35.0;53.0;31.0;58.0;11;15;6;51;98.0;5;100.0;9;6;100.0;10;76.0
FR270559593288;Bayonne;40.0;54.0;33.0;57.0;8;14;7;80;96.0;6;100.0;10;6;100.0;8;88.0
FR270559593288;Montpellier Herault;60.0;46.0;67.0;43.0;2;23;9;82;95.0;5;83.0;15;4;80.0;13;92.0
FR270559593289;Brive;55.0;42.0;58.0;31.0;9;9;7;68;97.0;3;100.0;4;4;57.0;11;78.0
FR270559593289;Racing 92;45.0;58.0;42.0;69.0;2;20;7;79;98.0;9;81.0;9;3;100.0;13;81.0
FR270559593291;Stade Francais Paris;53.0;37.0;56.0;37.0;11;25;5;74;98.0;2;66.0;9;7;100.0;9;100.0
FR270559593291;La Rochelle;47.0;63.0;44.0;63.0;6;22;4;90;94.0;2;100.0;14;3;100.0;12;70.0
FR270559593286;Clermont Auvergne;50.0;75.0;45.0;81.0;7;40;7;89;95.0;3;75.0;17;3;60.0;8;100.0
FR270559593286;Lyon;50.0;25.0;55.0;19.0;1;8;1;39;92.0;5;100.0;11;9;90.0;11;91.0
FR270559593284;Toulon;48.0;45.0;49.0;46.0;13;16;8;45;90.0;8;100.0;14;9;90.0;11;84.0
FR270559593284;Brive;52.0;55.0;51.0;54.0;7;11;8;81;93.0;2;100.0;14;5;83.0;5;71.0
FR270559593285;Stade Toulousain;33.0;55.0;33.0;47.0;7;17;8;73;97.0;6;100.0;16;2;66.0;12;70.0
FR270559593285;Castres Olympique;67.0;45.0;67.0;53.0;2;23;11;90;94.0;6;100.0;11;7;100.0;7;63.0
FR270559593281;Bordeaux Begles;52.0;60.0;53.0;60.0;12;28;8;71;93.0;7;87.0;18;6;75.0;14;82.0
FR270559593281;Bayonne;48.0;40.0;47.0;40.0;2;9;5;54;94.0;4;100.0;10;9;81.0;10;76.0
FR270559593283;Racing 92;56.0;55.0;61.0;62.0;6;20;4;91;96.0;7;87.0;15;2;100.0;14;87.0
FR270559593283;Pau;44.0;45.0;39.0;38.0;6;10;10;70;92.0;2;100.0;5;7;100.0;10;76.0
FR270559593280;Agen;50.0;76.0;48.0;75.0;2;18;4;112;97.0;5;100.0;17;6;100.0;12;92.0
FR270559593280;Lyon;50.0;24.0;52.0;25.0;8;19;3;55;94.0;3;100.0;9;9;75.0;9;81.0
FR270559593279;La Rochelle;50.0;51.0;52.0;46.0;4;18;4;81;96.0;1;50.0;13;7;77.0;10;71.0
FR270559593279;Clermont Auvergne;50.0;49.0;48.0;54.0;7;15;7;76;93.0;2;40.0;18;4;80.0;15;83.0
FR270559593282;Montpellier Herault;54.0;49.0;55.0;47.0;6;13;5;55;93.0;6;100.0;14;4;80.0;14;93.0
FR270559593282;Stade Francais Paris;46.0;51.0;45.0;53.0;7;14;6;57;91.0;3;100.0;15;6;54.0;5;55.0
FR270559593275;Brive;40.0;69.0;39.0;70.0;6;17;8;87;95.0;4;57.0;13;3;75.0;11;91.0
FR270559593275;Clermont Auvergne;60.0;31.0;61.0;30.0;10;31;9;48;96.0;6;75.0;9;10;83.0;13;76.0
FR270559593274;Bordeaux Begles;62.0;48.0;62.0;46.0;15;26;10;72;98.0;7;100.0;13;6;75.0;13;92.0
FR270559593274;Agen;38.0;52.0;38.0;54.0;3;11;2;65;95.0;2;66.0;19;2;50.0;9;69.0
FR270559593276;Castres Olympique;44.0;36.0;40.0;35.0;5;17;6;53;100.0;1;50.0;8;2;50.0;5;55.0
FR270559593276;Racing 92;56.0;64.0;60.0;65.0;4;8;6;72;92.0;9;100.0;13;7;100.0;18;78.0
FR270559593278;Pau;51.0;65.0;51.0;68.0;7;16;9;91;97.0;8;80.0;15;6;85.0;15;93.0
FR270559593278;La Rochelle;49.0;35.0;49.0;32.0;15;21;7;59;93.0;2;100.0;14;2;100.0;16;84.0
FR270559593272;Stade Francais Paris;67.0;40.0;70.0;39.0;9;17;4;58;92.0;6;85.0;9;12;85.0;10;90.0
FR270559593272;Stade Toulousain;33.0;60.0;30.0;61.0;2;5;9;64;95.0;3;50.0;24;5;83.0;11;84.0
FR270559593273;Bayonne;59.0;21.0;56.0;17.0;4;14;4;53;98.0;5;83.0;7;1;100.0;7;70.0
FR270559593273;Toulon;41.0;79.0;44.0;83.0;3;9;3;60;95.0;7;87.0;6;8;88.0;13;100.0
FR270559593277;Lyon;51.0;52.0;55.0;54.0;8;19;7;68;95.0;9;75.0;16;4;100.0;15;88.0
FR270559593277;Montpellier Herault;49.0;48.0;45.0;46.0;8;17;10;68;95.0;3;75.0;6;4;80.0;10;90.0
FR270559593270;Toulon;53.0;41.0;50.0;30.0;8;18;5;58;87.0;10;100.0;7;7;100.0;16;88.0
FR270559593270;Castres Olympique;47.0;59.0;50.0;70.0;4;23;8;89;93.0;4;100.0;19;4;100.0;8;72.0
FR270559593271;Stade Toulousain;51.0;71.0;48.0;74.0;5;19;21;124;96.0;9;100.0;17;7;77.0;17;100.0
FR270559593271;Lyon;49.0;29.0;52.0;26.0;6;16;12;72;93.0;2;66.0;10;1;100.0;10;83.0
FR270559593265;Stade Francais Paris;39.0;38.0;42.0;34.0;5;12;4;63;94.0;4;100.0;10;3;100.0;12;70.0
FR270559593265;Racing 92;61.0;62.0;58.0;66.0;4;16;6;101;94.0;9;100.0;9;5;100.0;14;87.0
FR270559593266;Agen;73.0;62.0;82.0;63.0;2;11;16;100;99.0;5;83.0;11;9;75.0;12;100.0
FR270559593266;Bayonne;27.0;38.0;18.0;37.0;3;13;3;40;90.0;3;100.0;16;7;100.0;6;66.0
FR270559593267;Clermont Auvergne;39.0;54.0;36.0;54.0;13;26;8;75;94.0;9;100.0;9;1;50.0;16;94.0
FR270559593267;Pau;61.0;46.0;64.0;46.0;13;21;12;77;91.0;10;90.0;8;4;80.0;14;87.0
FR270559593269;Montpellier Herault;56.0;40.0;58.0;39.0;12;23;7;58;93.0;5;83.0;15;7;100.0;13;81.0
FR270559593269;Brive;44.0;60.0;42.0;61.0;3;21;7;65;91.0;4;66.0;13;6;66.0;13;92.0
FR270559593268;La Rochelle;58.0;53.0;66.0;60.0;9;11;6;74;100.0;7;87.0;18;4;66.0;18;94.0
FR270559593268;Bordeaux Begles;42.0;47.0;34.0;40.0;3;5;3;48;92.0;4;57.0;11;7;87.0;15;100.0
FR270559593261;La Rochelle;65.0;47.0;73.0;49.0;21;27;16;55;90.0;1;100.0;12;12;100.0;7;70.0
FR270559593261;Castres Olympique;35.0;53.0;27.0;51.0;0;3;5;52;91.0;0;0.0;13;0;0.0;8;100.0
FR270559593263;Montpellier Herault;47.0;45.0;47.0;46.0;11;16;11;50;90.0;6;85.0;21;6;85.0;13;81.0
FR270559593263;Agen;53.0;55.0;53.0;54.0;1;10;11;64;92.0;4;100.0;12;7;77.0;7;100.0
FR270559593264;Pau;63.0;37.0;58.0;42.0;8;10;9;68;91.0;5;100.0;12;5;100.0;11;78.0
FR270559593264;Bordeaux Begles;37.0;63.0;42.0;58.0;3;25;6;62;91.0;5;100.0;7;8;100.0;6;66.0
FR270559593260;Brive;65.0;59.0;63.0;58.0;4;16;9;82;92.0;4;80.0;11;6;85.0;10;71.0
FR270559593260;Stade Toulousain;35.0;41.0;37.0;42.0;14;19;3;39;90.0;5;100.0;16;7;100.0;9;81.0
FR270559593262;Lyon;58.0;39.0;61.0;37.0;17;29;12;69;95.0;1;100.0;13;11;100.0;9;81.0
FR270559593262;Bayonne;42.0;61.0;39.0;63.0;14;15;13;77;90.0;5;83.0;22;7;87.0;10;90.0
FR270559593259;Clermont Auvergne;35.0;31.0;28.0;29.0;9;6;7;32;88.0;4;80.0;11;5;83.0;12;80.0
FR270559593259;Stade Francais Paris;65.0;69.0;72.0;71.0;7;21;6;101;97.0;4;80.0;13;5;83.0;10;76.0
FR270559593258;Racing 92;38.0;68.0;39.0;59.0;13;27;10;55;94.0;2;66.0;11;9;90.0;6;100.0
FR270559593258;Toulon;62.0;32.0;61.0;41.0;10;10;7;55;96.0;6;100.0;9;7;87.0;8;88.0
FR270559593254;Bayonne;41.0;61.0;34.0;66.0;4;23;6;47;94.0;8;61.0;16;5;83.0;19;100.0
FR270559593254;La Rochelle;59.0;39.0;66.0;34.0;8;7;7;49;96.0;4;100.0;11;6;85.0;12;100.0
FR270559593253;Agen;0.0;0.0;0.0;0.0;3;9;5;52;96.0;5;71.0;21;6;75.0;10;62.0
FR270559593253;Stade Francais Paris;0.0;100.0;0.0;0.0;1;11;3;76;96.0;5;100.0;16;7;87.0;13;100.0
FR270559593257;Toulon;100.0;0.0;0.0;0.0;3;18;12;54;96.0;5;100.0;8;4;66.0;5;71.0
FR270559593257;Montpellier Herault;0.0;100.0;0.0;0.0;6;20;7;94;97.0;3;100.0;6;5;83.0;8;72.0
FR270559593252;Racing 92;33.0;50.0;0.0;0.0;1;16;7;104;93.0;7;100.0;12;5;83.0;7;87.0
FR270559593252;Stade Toulousain;67.0;50.0;0.0;0.0;3;15;9;54;96.0;5;100.0;11;3;75.0;15;83.0
FR270559593256;Pau;51.0;70.0;47.0;70.0;1;6;4;89;92.0;5;100.0;11;10;83.0;8;80.0
FR270559593256;Lyon;49.0;30.0;53.0;30.0;3;24;1;50;92.0;2;66.0;13;3;75.0;12;75.0
FR270559593255;Castres Olympique;51.0;30.0;58.0;27.0;6;15;10;60;95.0;3;50.0;12;3;75.0;10;83.0
FR270559593255;Brive;49.0;70.0;42.0;73.0;10;25;12;88;96.0;2;100.0;10;5;83.0;10;76.0
FR270559593251;Bordeaux Begles;53.0;42.0;55.0;49.0;4;21;8;63;95.0;10;100.0;15;5;83.0;17;89.0
FR270559593251;Clermont Auvergne;47.0;58.0;45.0;51.0;7;24;9;76;97.0;3;100.0;9;4;66.0;10;55.0
FR270559593235;Montpellier Herault;65.0;34.0;72.0;29.0;3;16;5;66;95.0;2;100.0;9;4;57.0;16;88.0
FR270559593235;Pau;35.0;66.0;28.0;71.0;4;11;5;70;95.0;5;100.0;12;8;88.0;13;81.0
FR270559593231;La Rochelle;62.0;42.0;64.0;44.0;7;10;6;39;88.0;1;50.0;18;6;75.0;9;69.0
FR270559593231;Toulon;38.0;58.0;36.0;56.0;1;10;4;39;88.0;5;83.0;13;8;88.0;9;69.0
FR270559593233;Lyon;54.0;50.0;51.0;48.0;3;22;9;70;95.0;3;75.0;7;7;87.0;10;83.0
FR270559593233;Racing 92;46.0;50.0;49.0;52.0;2;9;4;54;88.0;8;100.0;10;6;100.0;13;86.0
FR270559593234;Agen;42.0;37.0;35.0;47.0;3;10;9;40;97.0;4;80.0;14;4;66.0;9;75.0
FR270559593234;Castres Olympique;58.0;63.0;65.0;53.0;8;23;6;69;94.0;4;80.0;7;2;50.0;12;70.0
FR270559593232;Brive;69.0;42.0;76.0;40.0;8;25;7;82;10.0;5;100.0;5;6;66.0;11;84.0
FR270559593232;Bayonne;31.0;58.0;24.0;60.0;3;15;6;71;95.0;7;87.0;11;4;100.0;9;90.0
FR270559593236;Clermont Auvergne;61.0;42.0;58.0;34.0;6;33;8;68;93.0;4;100.0;11;4;80.0;9;81.0
FR270559593236;Stade Toulousain;39.0;58.0;42.0;66.0;3;20;6;59;95.0;11;91.0;11;2;100.0;14;100.0
FR270559593237;Racing 92;49.0;44.0;54.0;40.0;14;17;8;60;98.0;7;100.0;14;9;90.0;16;94.0
FR270559593237;Montpellier Herault;51.0;56.0;46.0;60.0;9;20;10;84;94.0;3;100.0;15;6;85.0;12;80.0
FR270559593242;Pau;29.0;63.0;26.0;68.0;4;20;3;88;98.0;4;80.0;13;5;100.0;12;85.0
FR270559593242;Agen;71.0;37.0;74.0;32.0;5;12;11;77;93.0;4;80.0;15;8;88.0;13;86.0
FR270559593238;Stade Toulousain;48.0;45.0;52.0;51.0;11;21;10;53;91.0;3;100.0;11;5;100.0;9;90.0
FR270559593238;La Rochelle;52.0;55.0;48.0;49.0;5;29;11;61;92.0;1;100.0;15;5;83.0;11;84.0
FR270559593239;Bordeaux Begles;61.0;54.0;70.0;58.0;8;20;16;69;92.0;6;100.0;13;7;100.0;9;100.0
FR270559593239;Brive;39.0;46.0;30.0;42.0;0;13;4;61;91.0;2;100.0;8;3;60.0;6;66.0
FR270559593240;Bayonne;37.0;55.0;28.0;51.0;6;10;11;59;95.0;11;91.0;16;6;100.0;14;82.0
FR270559593240;Clermont Auvergne;63.0;45.0;72.0;49.0;7;27;9;65;87.0;2;50.0;17;7;87.0;16;94.0
FR270559593241;Castres Olympique;49.0;63.0;56.0;75.0;5;12;4;61;89.0;7;100.0;8;5;83.0;16;80.0
FR270559593241;Stade Francais Paris;51.0;37.0;44.0;25.0;6;16;6;49;90.0;3;75.0;12;4;100.0;9;90.0
FR270559593243;Toulon;57.0;49.0;62.0;51.0;9;16;0;61;93.0;6;75.0;14;4;57.0;13;86.0
FR270559593243;Lyon;43.0;51.0;38.0;49.0;3;16;4;56;91.0;5;83.0;11;8;88.0;6;75.0
FR270559593247;Brive;38.0;57.0;33.0;52.0;7;15;3;68;98.0;6;100.0;10;5;71.0;10;76.0
FR270559593247;Pau;62.0;43.0;67.0;48.0;4;8;3;61;92.0;7;100.0;14;6;85.0;16;100.0
FR270559593244;Stade Francais Paris;40.0;58.0;47.0;64.0;4;11;6;71;94.0;4;57.0;13;3;50.0;11;73.0
FR270559593244;Bayonne;60.0;42.0;53.0;36.0;10;13;8;59;92.0;5;62.0;9;3;60.0;17;94.0
FR270559593249;Clermont Auvergne;61.0;64.0;65.0;73.0;15;29;12;83;94.0;4;100.0;15;6;75.0;17;73.0
FR270559593249;Agen;39.0;36.0;35.0;27.0;11;20;8;41;85.0;4;66.0;17;2;66.0;16;72.0
FR270559593250;Stade Toulousain;67.0;43.0;72.0;41.0;15;26;11;81;94.0;4;66.0;10;4;100.0;15;93.0
FR270559593250;Toulon;33.0;57.0;28.0;59.0;8;14;10;64;98.0;4;66.0;10;2;66.0;14;87.0
FR270559593245;Lyon;38.0;29.0;37.0;24.0;9;16;11;55;94.0;1;50.0;10;7;77.0;10;83.0
FR270559593245;Bordeaux Begles;62.0;71.0;63.0;76.0;5;31;4;125;91.0;7;100.0;18;6;100.0;15;93.0
FR270559593248;La Rochelle;49.0;48.0;47.0;41.0;5;14;8;72;94.0;1;100.0;16;4;80.0;11;78.0
FR270559593248;Racing 92;51.0;52.0;53.0;59.0;1;8;2;61;91.0;6;66.0;13;5;71.0;15;93.0
FR270559593246;Montpellier Herault;63.0;46.0;66.0;42.0;2;19;11;92;96.0;2;100.0;12;5;100.0;9;100.0
FR270559593246;Castres Olympique;37.0;54.0;34.0;58.0;7;19;8;80;97.0;5;100.0;12;1;50.0;8;88.0
FR270559593309;La Rochelle;60.0;52.0;61.0;60.0;5;11;1;67;97.0;2;100.0;15;13;100.0;4;57.0
FR270559593309;Montpellier Herault;40.0;48.0;39.0;40.0;1;7;2;48;97.0;3;42.0;17;7;100.0;13;72.0
FR270559593307;Brive;29.0;55.0;26.0;53.0;8;16;8;64;96.0;1;25.0;17;6;85.0;7;87.0
FR270559593307;Lyon;71.0;45.0;74.0;47.0;5;21;10;84;93.0;2;40.0;19;6;85.0;12;70.0
FR270559593311;Racing 92;55.0;69.0;60.0;74.0;8;18;3;74;94.0;10;100.0;11;9;100.0;15;68.0
FR270559593311;Agen;45.0;31.0;40.0;26.0;6;10;4;49;89.0;2;66.0;17;2;66.0;10;66.0
FR270559593313;Stade Toulousain;43.0;45.0;39.0;47.0;13;32;12;60;93.0;2;66.0;17;8;100.0;8;72.0
FR270559593313;Bordeaux Begles;57.0;55.0;61.0;53.0;5;31;7;92;95.0;1;50.0;21;8;88.0;5;83.0
FR270559593310;Pau;41.0;69.0;37.0;72.0;5;31;13;87;96.0;5;100.0;15;5;71.0;11;84.0
FR270559593310;Stade Francais Paris;59.0;31.0;63.0;28.0;4;8;1;67;100.0;1;25.0;13;6;75.0;6;54.0
FR270559593312;Toulon;51.0;54.0;52.0;56.0;12;17;18;67;95.0;7;87.0;15;10;90.0;15;88.0
FR270559593312;Clermont Auvergne;49.0;46.0;48.0;44.0;17;13;9;76;96.0;1;50.0;18;7;100.0;10;83.0
FR270559593308;Castres Olympique;67.0;32.0;74.0;32.0;11;16;8;78;97.0;12;85.0;15;3;100.0;15;93.0
FR270559593308;Bayonne;33.0;68.0;26.0;68.0;6;30;6;76;93.0;8;88.0;13;10;100.0;11;78.0
